LECROYWS3054,13845,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,30-Nov-2016 17:01:28,0                 
Time,Ampl
5.81755e-007,0.275
5.82255e-007,0.268333
5.82755e-007,0.241667
5.83255e-007,0.248333
5.83755e-007,0.248333
5.84255e-007,0.248333
5.84755e-007,0.248333
5.85255e-007,0.261667
5.85755e-007,0.261667
5.86255e-007,0.268333
5.86755e-007,0.268333
5.87255e-007,0.288333
5.87755e-007,0.295
5.88255e-007,0.288333
5.88755e-007,0.295
5.89255e-007,0.288333
5.89755e-007,0.295
5.90255e-007,0.288333
5.90755e-007,0.275
5.91255e-007,0.275
5.91755e-007,0.268333
5.92255e-007,0.268333
5.92755e-007,0.248333
5.93255e-007,0.241667
5.93755e-007,0.255
5.94255e-007,0.248333
5.94755e-007,0.248333
5.95255e-007,0.255
5.95755e-007,0.261667
5.96255e-007,0.268333
5.96755e-007,0.268333
5.97255e-007,0.275
5.97755e-007,0.295
5.98255e-007,0.295
5.98755e-007,0.295
5.99255e-007,0.288333
5.99755e-007,0.295
6.00255e-007,0.288333
6.00755e-007,0.275
6.01255e-007,0.281667
6.01755e-007,0.275
6.02255e-007,0.275
6.02755e-007,0.255
6.03255e-007,0.235
6.03755e-007,0.255
6.04255e-007,0.255
6.04755e-007,0.248333
6.05255e-007,0.255
6.05755e-007,0.261667
6.06255e-007,0.268333
6.06755e-007,0.268333
6.07255e-007,0.275
6.07755e-007,0.288333
6.08255e-007,0.295
6.08755e-007,0.288333
6.09255e-007,0.288333
6.09755e-007,0.288333
6.10255e-007,0.288333
6.10755e-007,0.275
6.11255e-007,0.275
6.11755e-007,0.275
6.12255e-007,0.275
6.12755e-007,0.261667
6.13255e-007,0.241667
6.13755e-007,0.248333
6.14255e-007,0.255
6.14755e-007,0.248333
6.15255e-007,0.255
6.15755e-007,0.255
6.16255e-007,0.261667
6.16755e-007,0.268333
6.17255e-007,0.268333
6.17755e-007,0.281667
6.18255e-007,0.301667
6.18755e-007,0.295
6.19255e-007,0.288333
6.19755e-007,0.281667
6.20255e-007,0.288333
6.20755e-007,0.281667
6.21255e-007,0.275
6.21755e-007,0.281667
6.22255e-007,0.268333
6.22755e-007,0.268333
6.23255e-007,0.255
6.23755e-007,0.241667
6.24255e-007,0.255
6.24755e-007,0.248333
6.25255e-007,0.248333
6.25755e-007,0.248333
6.26255e-007,0.261667
6.26755e-007,0.268333
6.27255e-007,0.268333
6.27755e-007,0.275
6.28255e-007,0.295
6.28755e-007,0.295
6.29255e-007,0.295
6.29755e-007,0.281667
6.30255e-007,0.295
6.30755e-007,0.281667
6.31255e-007,0.275
6.31755e-007,0.281667
6.32255e-007,0.268333
6.32755e-007,0.268333
6.33255e-007,0.255
6.33755e-007,0.235
6.34255e-007,0.255
6.34755e-007,0.248333
6.35255e-007,0.248333
6.35755e-007,0.248333
6.36255e-007,0.255
6.36755e-007,0.268333
6.37255e-007,0.268333
6.37755e-007,0.268333
6.38255e-007,0.295
6.38755e-007,0.295
6.39255e-007,0.295
6.39755e-007,0.281667
6.40255e-007,0.288333
6.40755e-007,0.288333
6.41255e-007,0.275
6.41755e-007,0.275
6.42255e-007,0.275
6.42755e-007,0.261667
6.43255e-007,0.268333
6.43755e-007,0.241667
6.44255e-007,0.248333
6.44755e-007,0.248333
6.45255e-007,0.248333
6.45755e-007,0.248333
6.46255e-007,0.255
6.46755e-007,0.261667
6.47255e-007,0.268333
6.47755e-007,0.261667
6.48255e-007,0.288333
6.48755e-007,0.295
6.49255e-007,0.295
6.49755e-007,0.295
6.50255e-007,0.288333
6.50755e-007,0.295
6.51255e-007,0.281667
6.51755e-007,0.275
6.52255e-007,0.281667
6.52755e-007,0.268333
6.53255e-007,0.275
6.53755e-007,0.248333
6.54255e-007,0.241667
6.54755e-007,0.248333
6.55255e-007,0.248333
6.55755e-007,0.248333
6.56255e-007,0.248333
6.56755e-007,0.261667
6.57255e-007,0.275
6.57755e-007,0.261667
6.58255e-007,0.281667
6.58755e-007,0.295
6.59255e-007,0.295
6.59755e-007,0.295
6.60255e-007,0.288333
6.60755e-007,0.295
6.61255e-007,0.288333
6.61755e-007,0.275
6.62255e-007,0.281667
6.62755e-007,0.268333
6.63255e-007,0.275
6.63755e-007,0.255
6.64255e-007,0.241667
6.64755e-007,0.248333
6.65255e-007,0.255
6.65755e-007,0.248333
6.66255e-007,0.255
6.66755e-007,0.255
6.67255e-007,0.268333
6.67755e-007,0.261667
6.68255e-007,0.275
6.68755e-007,0.288333
6.69255e-007,0.295
6.69755e-007,0.295
6.70255e-007,0.288333
6.70755e-007,0.288333
6.71255e-007,0.288333
6.71755e-007,0.275
6.72255e-007,0.281667
6.72755e-007,0.268333
6.73255e-007,0.275
6.73755e-007,0.261667
6.74255e-007,0.241667
6.74755e-007,0.248333
6.75255e-007,0.255
6.75755e-007,0.248333
6.76255e-007,0.255
6.76755e-007,0.255
6.77255e-007,0.261667
6.77755e-007,0.268333
6.78255e-007,0.268333
6.78755e-007,0.281667
